Column1;Column2;containsfood
thankyou;thank you good bye;FALSE
request;what is the address;FALSE
inform;im looking for a restaurant in the north part of town and it should african food;TRUE
inform;moderate;FALSE
inform;cheap;FALSE
inform;i want to find a restaurant in any area;FALSE
thankyou;thank you goodbye;FALSE
request;what is the phone number;FALSE
request;and the phone number;FALSE
request;address;FALSE
thankyou;thank you goodbye;FALSE
affirm;yes;FALSE
request;and the price range;FALSE
hello;hi im looking for a restaurant that serves lebanese food;TRUE
inform;moderate;FALSE
inform;im looking for expensive restaurants that serve mediterranean food;TRUE
request;phone number;FALSE
inform;looking for a cheap restaurant that serves spanish food;TRUE
thankyou;thank you good bye;FALSE
affirm;ok yeah;FALSE
inform;north;FALSE
affirm;ye;FALSE
request;phone number;FALSE
request;what part of town is it located;FALSE
inform;i need a restaurant serving asian oriental in the north part of town;FALSE
inform;i dont care;FALSE
reqalts;what else is there;FALSE
thankyou;thank you good bye;FALSE
inform;any;FALSE
request;address;FALSE
inform;i dont care;FALSE
inform;im looking for a moderately priced restaurant in the west part of town;FALSE
inform;i dont care;FALSE
inform;looking for a moderately priced restaurant that serves tuscan food;TRUE
request;phone number;FALSE
inform;pan asian;FALSE
request;address;FALSE
inform;west;FALSE
request;what is the address;FALSE
inform;anything;FALSE
thankyou;okay thank you good bye;FALSE
inform;i want to find a cheap restaurant in the south part of town;FALSE
inform;gastropub food;TRUE
thankyou;thank you good bye;FALSE
null;unintelligible;FALSE
request;and where is it;FALSE
inform;im looking for a restaurant in the east part of town that serves chinese food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;dont care;FALSE
request;okay can i have the address and phone number;FALSE
inform;id like a restaurant in the north part of town that serves tur;FALSE
null;okay;FALSE
request;ok whats the phone number;FALSE
inform;restaurant in the center;FALSE
request;what is the address;FALSE
inform;south part of town;FALSE
inform;any where;FALSE
inform;um is doesnt matter;FALSE
request;phone number;FALSE
hello;hi;FALSE
request;post code;FALSE
null;um;FALSE
request;and what kind of food does it serve;TRUE
inform;whats a cheap restaurant on the east part of town;FALSE
thankyou;thank you goodbye;FALSE
inform;cuban food;TRUE
thankyou;thank you good bye;FALSE
affirm;yes;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;expensive;FALSE
inform;cheap restaurant;FALSE
request;whats the address;FALSE
request;whats the address;FALSE
inform;british;FALSE
request;price range;FALSE
inform;center of town;FALSE
request;may i have the phone number;FALSE
null;okay;FALSE
request;what is the phone number;FALSE
inform;moderately;FALSE
reqalts;is there anything else;FALSE
affirm;right;FALSE
inform;im looking for something moderately priced;FALSE
request;and their address;FALSE
reqalts;how about a restaurant serving vietnamese food;TRUE
null;sil;FALSE
bye;good bye;FALSE
request;and the postal code;FALSE
inform;i need a cheap restaurant in the south part of town;FALSE
request;post code;FALSE
null;on the rest and the;FALSE
inform;moderately priced restaurant serving international food;TRUE
request;phone number;FALSE
request;what is the phone number;FALSE
null;sil;FALSE
inform;dont care;FALSE
thankyou;thank you goodbye;FALSE
affirm;ah yes can i get a restaurant that serves french food;TRUE
affirm;yes;FALSE
inform;scottish;FALSE
request;what type of food does it serve;TRUE
inform;yea im looking for a restaurant that serves basque food;TRUE
inform;im looking for a restaurant in the north part of town serving international food;TRUE
inform;i want modern european;FALSE
inform;im looking for a moderately priced restaurant in the east part of town;FALSE
inform;gastropub;FALSE
inform;cheap restaurant north part of town;FALSE
inform;im looking for a moderately priced restaurant serving fusion food;TRUE
inform;restaurant west;FALSE
inform;spanish food;TRUE
inform;uh it doesnt matter;FALSE
affirm;uh yeah can i find a restaurant in the south part of town serving turkish food;TRUE
inform;turkish food;TRUE
request;phone number;FALSE
inform;i am looking for hungarian food;TRUE
inform;chinese food;TRUE
request;what type of food do they serve;TRUE
request;what is the phone number;FALSE
thankyou;thank you goodbye;FALSE
inform;im looking for a moderately priced restaurant in the south of town;FALSE
reqalts;anything else;FALSE
inform;any type;FALSE
request;oh whats the phone number;FALSE
request;what is their phone number;FALSE
negate;no;FALSE
affirm;yes;FALSE
inform;italian;FALSE
null;duration;FALSE
request;uh what is the address;FALSE
affirm;yes;FALSE
inform;british;FALSE
inform;european type food;TRUE
inform;any;FALSE
inform;vietnamese;FALSE
request;phone number;FALSE
request;phone number;FALSE
inform;i want a moderately priced restaurant;FALSE
inform;i want a gastropub restaurant;FALSE
inform;id like a moderately priced restaurant that serves halal food;TRUE
inform;i need a restaurant in any area with swedish food;TRUE
inform;japanese food;TRUE
negate;no;FALSE
affirm;correct;FALSE
request;phone number;FALSE
request;what is the address;FALSE
affirm;yes;FALSE
inform;i dont care;FALSE
affirm;yes;FALSE
affirm;yes;FALSE
affirm;yeah;FALSE
request;whats their post code;FALSE
inform;spanish food;TRUE
reqalts;how about chinese food;TRUE
thankyou;thank you;FALSE
negate;no;FALSE
request;and what kind of food;TRUE
request;whats the price range;FALSE
inform;cheap restaurant;FALSE
request;whats the phone number;FALSE
inform;malaysian food;TRUE
inform;im looking for meditteranian;FALSE
request;may i get the address and phone number;FALSE
inform;cheap;FALSE
request;address;FALSE
request;whats their phone number;FALSE
inform;moderate eur;FALSE
inform;looking for a restaurant in the south part of town;FALSE
request;what is the price range;FALSE
inform;the south part of town;FALSE
inform;i dont care;FALSE
inform;i do not care;FALSE
inform;moderately priced;FALSE
request;what is the post co;FALSE
inform;indian food;TRUE
inform;im looking for an expensive restaurant that serves basque food;TRUE
negate;no i am looking for a vietnamese restaurant;FALSE
inform;what about asian food;TRUE
inform;im looking for a restaurant in any area;FALSE
inform;belgium food;TRUE
affirm;yes;FALSE
thankyou;okay thank you goodbye;FALSE
inform;expensive expensive;FALSE
inform;west part of town;FALSE
inform;north;FALSE
inform;spanish;FALSE
affirm;yes an expensive restaurant serving african food;TRUE
request;great could you tell me the address and phone number to that place;FALSE
inform;cheap restaurant south part of town;FALSE
inform;east;FALSE
inform;any area;FALSE
inform;south part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;cheap;FALSE
inform;i dont care;FALSE
null;sil;FALSE
inform;expensive;FALSE
inform;any;FALSE
request;what is the post code;FALSE
affirm;ah yes that serves french food;TRUE
null;um;FALSE
affirm;yes;FALSE
request;whats the phone number;FALSE
inform;pan asian;FALSE
request;okay may i have the address;FALSE
null;noise;FALSE
inform;west part of town;FALSE
inform;im looking for a restaurant that serves seafood;TRUE
confirm;is it thai food;TRUE
request;okay phone number;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
null;noise;FALSE
negate;no;FALSE
request;what type of food does it serve;TRUE
inform;malaysian;FALSE
inform;i need a place in the centre of town that serves mexican food;TRUE
null;laugh;FALSE
inform;i want a singaporean food restaurant in the center;TRUE
null;noise;FALSE
inform;i want to find a cheap restaurant and it should be in the north part of;FALSE
restart;reset;FALSE
request;may i get the address;FALSE
reqalts;what about french food;TRUE
confirm;is it in the center of town;FALSE
request;whats the address;FALSE
inform;west;FALSE
thankyou;thank you goodbye;FALSE
inform;moderate;FALSE
inform;moderately priced restaurant;FALSE
inform;north;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;any;FALSE
request;address;FALSE
inform;noise cheap restaurant;FALSE
inform;im looking for an expensive restaurant in the south part of town;FALSE
request;whats the post code;FALSE
inform;cheap;FALSE
reqalts;how about russian food;TRUE
request;what price range;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
inform;i need a moderately priced restaurant in the south part of town;FALSE
reqalts;anything else;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;type of food;TRUE
null;noise;FALSE
reqalts;ah how bout a turkish type of food;TRUE
request;address;FALSE
inform;im looking for um;FALSE
reqalts;is there a restaurant that serves european food;TRUE
null;okay;FALSE
inform;asian;FALSE
inform;id like to find a restaurant in the west part of town that serves christmas food;TRUE
affirm;yes;FALSE
inform;dont care;FALSE
inform;moderately priced;FALSE
request;whats the address;FALSE
hello;hi im looking for;FALSE
inform;italian food;TRUE
inform;hungarian food;TRUE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;cheap restaurant that serves german food;TRUE
inform;i dont care;FALSE
reqalts;is there anything else;FALSE
request;the phone number;FALSE
request;address;FALSE
inform;any area;FALSE
thankyou;thank you good bye;FALSE
inform;spanish;FALSE
inform;dont care;FALSE
request;what is their address;FALSE
reqalts;what about portuguese;FALSE
null;im l;FALSE
request;and price range;FALSE
reqalts;how about korean food;TRUE
inform;steak house;FALSE
inform;any area;FALSE
inform;i dont care;FALSE
inform;restaurant in the west part of town serving barbecue;FALSE
inform;east part of town;FALSE
inform;vietnamese;FALSE
inform;expnsive;FALSE
reqalts;is there anything else;FALSE
request;whats the phone number;FALSE
request;and the post code;FALSE
request;telephone;FALSE
inform;i dont care;FALSE
inform;moderate;FALSE
null;noise;FALSE
thankyou;thank you good bye;FALSE
negate;no;FALSE
request;address;FALSE
request;price range;FALSE
inform;west;FALSE
inform;any;FALSE
request;what is the address;FALSE
thankyou;thank you good bye;FALSE
inform;spanish food;TRUE
reqalts;is there anything else;FALSE
request;whats the phone number;FALSE
inform;any;FALSE
request;what is their price range;FALSE
thankyou;thank you good bye;FALSE
inform;restaurant in the west part of town that serves;FALSE
null;sil;FALSE
hello;hi im looking for a rerestaurant that serves cuban food;TRUE
inform;moderate price north part of town;FALSE
inform;gastropub food;TRUE
request;what is the phone number;FALSE
inform;i dont care;FALSE
inform;the east;FALSE
inform;cheap restaurant welsh food;TRUE
inform;cheap;FALSE
null;sil;FALSE
inform;breath im looking for a cheap restaurant serving catalan food;TRUE
request;what area of town is it in;FALSE
reqalts;how about portuguese;FALSE
inform;korean;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for italian food though;TRUE
inform;i need a cheap restaurant;FALSE
request;what is the address;FALSE
reqalts;what else do you have;FALSE
thankyou;okay thank you good bye;FALSE
affirm;uh yes international food please;TRUE
affirm;yes;FALSE
request;whats the price range;FALSE
request;address;FALSE
inform;breath i want to find a restaurant in the north part of town;FALSE
request;can i have the address;FALSE
bye;good bye;FALSE
inform;russian food;TRUE
thankyou;thank you good bye;FALSE
inform;what about modern european;FALSE
inform;turkiesh food;TRUE
inform;chinese;FALSE
inform;im looking for a restaurant in the south part of town serving chinese food;TRUE
inform;a moderately priced restaurant;FALSE
inform;im looking for a restaurant in the east part of town that serves chinese food;TRUE
null;noise;FALSE
inform;mediterranean food;TRUE
null;um hm;FALSE
thankyou;thank you good bye;FALSE
inform;kosher food;TRUE
request;may i have the address;FALSE
null;noise;FALSE
request;phone number;FALSE
inform;moderately priced;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a moderately priced restaurant in the south part of town;FALSE
request;address;FALSE
request;can i have the address;FALSE
request;whats the phone number;FALSE
inform;singaporean;FALSE
affirm;yes;FALSE
inform;can i get a restaurant;FALSE
request;address;FALSE
request;phone number;FALSE
reqalts;how about european food;TRUE
thankyou;thank you good bye;FALSE
request;phone number and address;FALSE
null;noise;FALSE
reqalts;what about italian;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
inform;moderately priced any food;TRUE
inform;portuguese;FALSE
inform;japanese food;TRUE
inform;indonesian food;TRUE
request;whats the address;FALSE
inform;chinese food thats moderately priced;TRUE
inform;south;FALSE
thankyou;thank you good bye;FALSE
reqalts;ok if there is no restaurant serving indonesian food how about a restaurant serving chinese food;TRUE
inform;im looking for a cheap restaurant in the west part of town;FALSE
thankyou;thank you good bye;FALSE
inform;food;TRUE
request;what is the phone number;FALSE
request;what is the phone number;FALSE
affirm;yes;FALSE
negate;no;FALSE
